pws_id,name,state,population_served
MT0000259,Kalispell Public Works,Montana,"20,008"
NC0113010,City of Concord,North Carolina,"107,188"
NC0136025,"Bessemer City, City of",North Carolina,"5,500"
NC0136065,"Dallas, Town of",North Carolina,"7,422"
NC0149182,Diamond Head S/d,North Carolina,"1,433"
NC0155010,City of Lincolnton,North Carolina,"12,352"
NC0160156,Lamplighter South-danby,North Carolina,"3,315"
NC0180065,City of Kannapolis,North Carolina,"48,336"
NC0184010,City of Albemarle,North Carolina,"17,874"
NC0184015,"Norwood, Town of",North Carolina,"4,109"
NC0190030,"Wingate, Town of",North Carolina,"3,950"
NC0190413,Union County Water System,North Carolina,"134,066"
NC0201010,City of Burlington,North Carolina,"54,000"
NC0201015,City of Graham,North Carolina,"14,308"
NC0229030,"Denton, Town of",North Carolina,"3,080"
NC0229035,Handy Sanitary District,North Carolina,"7,899"
NC0235108,Lake Royale S/d,North Carolina,"4,623"
NC0239010,"Oxford, Town of",North Carolina,"8,819"
NC0239107,South Granville Water and Sewer Authority,North Carolina,"19,216"
NC0241010,City of Greensboro,North Carolina,"290,201"
NC0241020,City of High Point,North Carolina,"114,183"
NC0241030,"Jamestown, Town of",North Carolina,"6,457"
NC0276010,City of Asheboro,North Carolina,"25,791"
NC0276025,"Liberty, Town of",North Carolina,"3,558"
NC0276030,City of Archdale,North Carolina,"12,700"
NC0291010,Henderson-Kerr Lake Reg Water,North Carolina,"14,852"
NC0304020,"Wadesboro, Town of",North Carolina,"5,506"
NC0319010,"Siler City, City of",North Carolina,"8,501"
NC0319015,"Pittsboro, Town of",North Carolina,"4,401"
NC0326010,Fayetteville Public Works Commission,North Carolina,"217,948"
NC0326127,Brookwood Comm. Water System,North Carolina,"15,665"
NC0326332,Cliffdale West,North Carolina,"15,463"
NC0332010,City of Durham,North Carolina,"282,343"
NC0343010,City of Dunn,North Carolina,"12,334"
NC0343025,Lillington Water System,North Carolina,"3,883"
NC0343045,Harnett County Department of Public Utilities,North Carolina,"101,389"
NC0351010,Town of Smithfield,North Carolina,"12,400"
NC0351015,"Selma, Town of",North Carolina,"6,120"
NC0351070,Johnston County - West,North Carolina,"58,354"
NC0353010,City of Sanford,North Carolina,"45,649"
NC0353127,Farm Water Works,North Carolina,162
NC0353130,Pilgrim`s Pride Water System,North Carolina,"1,040"
NC0362010,Montgomery County Water System,North Carolina,"15,102"
NC0363108,Moore County Public Util. - Pinehurst,North Carolina,"20,947"
NC0368010,Orange Water & Sewer Authority,North Carolina,"83,300"
NC0377015,"Rockingham, City of",North Carolina,"13,233"
NC0378010,City of Lumberton,North Carolina,"25,803"
NC0378055,Robeson County Water System,North Carolina,"64,295"
NC0383020,"Wagram, Town of",North Carolina,965
NC0392010,City of Raleigh,North Carolina,"603,000"
NC0392055,Town of Fuquay-Varina,North Carolina,"30,424"
NC0392992,Harris Nuclear Plant Water System,North Carolina,"1,001"
NC0407020,Aurora Water System,North Carolina,502
NC0410020,Town of Oak Island,North Carolina,"23,635"
NC0410045,Brunswick County Water System,North Carolina,"100,694"
NC0410130,The Village of Bald Head Island,North Carolina,"3,291"
NC0428025,Dare Co-cape Hatteras Water,North Carolina,"5,486"
NC0433010,Town of Tarboro,North Carolina,"11,310"
NC0442020,Weldon Water System,North Carolina,"1,575"
NC0454025,North Lenoir Water Corp,North Carolina,"14,669"
NC0459010,"Williamston, Town of",North Carolina,"7,650"
NC0464010,City of Rocky Mount,North Carolina,"54,886"
NC0465010,Cape Fear Public Utility Authority - Wilmington,North Carolina,"153,202"
NC0465112,College View Mobile Home Park,North Carolina,90
NC0465121,Glynnwood Mobile Home Park,North Carolina,208
NC0465138,Oakley Mobile Home Park,North Carolina,92
NC0465165,Treasure Cove S/d,North Carolina,760
NC0465532,Corning Inc,North Carolina,"1,060"
NC0465617,Willow Woods Arbor,North Carolina,160
NC0466110,Northampton--lake Gaston,North Carolina,"3,784"
NC0474010,Greenville Utilities Comm.,North Carolina,"103,140"
NC0474015,Eastern Pines Water Corp,North Carolina,"22,230"
NC0474040,"Winterville, Town of",North Carolina,"9,445"
NC0474045,Bell Arthur Water Corporation,North Carolina,"10,310"
NC0496010,City of Goldsboro,North Carolina,"34,959"
NC0498010,City of Wilson,North Carolina,"50,866"
NC0498045,"Sims, Town of",North Carolina,304
NC3076010,Piedmont Triad Regional,North Carolina,"367,681"
NC4051009,"Selma, Town of (county Line)",North Carolina,642
NC4064005,Central Nash Water & Sewer,North Carolina,"5,883"
NC5009012,Bladen Bluffs Water System,North Carolina,"4,589"
NC5043001,Bragg Communities/nta,North Carolina,"3,733"
NC6054001,Neuse Regional Water and Sewer Authority,North Carolina,"93,238"
NC6059015,Martin County Regional WASA,North Carolina,"10,162"
NC7065011,Bradley Creek Boataminium,North Carolina,414
NC7065012,Fellowship Baptist Church,North Carolina,100
NC7071011,Pender County Utilities,North Carolina,"24,236"
NE3100101,City of Hastings,Nebraska,"25,224"
NE3107902,City of Grand Island,Nebraska,"51,440"
NE3111106,City of North Platte,Nebraska,"25,000"
NH0072070,Souhegan Woods,New Hampshire,290
NH0072090,Connor Court,New Hampshire,51
NH0112030,Wright Farm Condos,New Hampshire,160
NH0112060,Commons Of Atkinson,New Hampshire,95
NH0112080,Walnut Ridge/bryant Woods,New Hampshire,"2,950"
NH0115010,Atkinson Academy Sch,New Hampshire,400
NH0115060,Learning Path Child Care Ctr,New Hampshire,112
NH0116020,Gex,New Hampshire,62
NH0116040,Palmer Gas,New Hampshire,65
NH0152020,Old Stage Coach Arms,New Hampshire,38
NH0162390,Sugarwood On The Saco,New Hampshire,30
NH0192070,Cabot Preserve,New Hampshire,955
NH0192080,Little Pond Estates,New Hampshire,"2,500"
NH0195020,Kellogg Christian School,New Hampshire,35
NH0196280,292 Route 101,New Hampshire,25
NH0196330,124 Bedford Center Rd,New Hampshire,50
NH0197020,Camp Foster,New Hampshire,460
NH0198010,Olde Road Ii,New Hampshire,150
NH0203070,Granite State Campground,New Hampshire,75
NH0206040,Afl Telecommunications,New Hampshire,35
NH0261010,Bow Municipal Water System,New Hampshire,25
NH0266010,Gsp/merrimack Station,New Hampshire,75
NH0266050,Grappone Ford Complex,New Hampshire,100
NH0266090,Pitco Frialator,New Hampshire,311
NH0266240,Grappone Honda,New Hampshire,100
NH0365020,M And C Childrens Learning Pl,New Hampshire,75
NH0398030,Center Harbor Inn,New Hampshire,100
NH0501010,Concord Water Department,New Hampshire,"44,000"
NH0512150,Deerbrook Condos,New Hampshire,80
NH0583020,Iron Wheel Mobile Home Park,New Hampshire,107
NH0583050,Danville Four Seasons,New Hampshire,200
NH0594010,Cornerstone Place,New Hampshire,27
NH0595010,George B White Bldg,New Hampshire,25
NH0612040,Barkland Acres,New Hampshire,80
NH0612050,Morningside Drive,New Hampshire,80
NH0612070,Glen Ridge Dev,New Hampshire,253
NH0612140,Hi and Lo Estates,New Hampshire,140
NH0612150,Drew Woods,New Hampshire,"1,313"
NH0612210,Old Coach Village,New Hampshire,50
NH0612230,Rand Shepard Hill,New Hampshire,158
NH0613030,Running Brook,New Hampshire,47
NH0615060,E Derry Memorial Elem Sch,New Hampshire,488
NH0616040,Brookstone Park/east,New Hampshire,25
NH0651010,Dover Water Department,New Hampshire,"28,000"
NH0665010,Dublin Consolidated Sch,New Hampshire,80
NH0702030,Maplevale and Cricket Hill,New Hampshire,130
NH0705020,E Kingston Elementary Sch,New Hampshire,168
NH0762080,Villages On The Lamprey,New Hampshire,113
NH0771010,Epsom Village District,New Hampshire,750
NH0803040,Beech Hill Mobile Home Park,New Hampshire,70
NH0825010,George S Emerson Elem Sch,New Hampshire,182
NH0827070,Meadowood Assembly Hall,New Hampshire,30
NH0862030,Freedom Village Condos,New Hampshire,165
NH0874020,Colonial Poplin Nursing Home,New Hampshire,78
NH0875010,Ellis School,New Hampshire,450
NH0875030,Country Club For Kids,New Hampshire,61
NH0886150,Gilford Municipal Bldg Complex,New Hampshire,90
NH0987050,Breakfast Hill Golf Club,New Hampshire,130
NH1021010,Hales Location,New Hampshire,385
NH1031010,Hampstead Area Water,New Hampshire,"2,838"
NH1035020,Ages And Stages Hampstead,New Hampshire,83
NH1035050,Hampstead Academy,New Hampshire,63
NH1036090,Thunderline Z,New Hampshire,35
NH1048120,153 Lafayette Rd Water System,New Hampshire,30
NH1051010,Aquarion Water - NH,New Hampshire,"23,000"
NH1053030,Taylor River Estates,New Hampshire,90
NH1172020,Runnells Landing,New Hampshire,74
NH1173010,Pitarys Mobile Home Park/east,New Hampshire,90
NH1173020,Pitarys Mobile Home Park/west,New Hampshire,135
NH1176010,Hollis Village Market Place,New Hampshire,272
NH1176080,Puritan Press,New Hampshire,80
NH1176090,Farm Design,New Hampshire,45
NH1181010,Central Hooksett Water Pct,New Hampshire,"3,500"
NH1192010,E Penacook Rd Water Sys,New Hampshire,15
NH1201010,Hudson Water Department,New Hampshire,"16,100"
NH1203010,Hudson Mobile Home Estates,New Hampshire,220
NH1205060,Kiddie Konnection,New Hampshire,191
NH1212110,Eagle Mountain House,New Hampshire,125
NH1221010,Jaffrey Water Works,New Hampshire,"3,612"
NH1256010,Unitil Energy Sys,New Hampshire,40
NH1277090,Country Shore Campground,New Hampshire,405
NH1332020,Darby Field Commons,New Hampshire,70
NH1335010,Mast Way Elementary Sch,New Hampshire,396
NH1345010,Lempster Community Sch,New Hampshire,150
NH1371010,Peu/litchfield,New Hampshire,"6,075"
NH1391010,Peu/londonderry,New Hampshire,"4,883"
NH1392010,Oakridge Condos,New Hampshire,250
NH1392030,Olde Country Village,New Hampshire,130
NH1392040,Peu/pinehaven Water Trust,New Hampshire,88
NH1392180,Century Village Condos,New Hampshire,875
NH1392200,Rolling Meadows Condos I,New Hampshire,80
NH1392220,Rolling Meadows Condos III,New Hampshire,50
NH1392230,Rolling Meadows Condos IV,New Hampshire,42
NH1392290,Peu/harvest Village,New Hampshire,175
NH1392300,Southview Condos,New Hampshire,30
NH1392320,Bitim Apartments,New Hampshire,28
NH1393050,Wagon Wheel,New Hampshire,88
NH1395090,Ark Learning Center,New Hampshire,167
NH1396060,Holton,New Hampshire,40
NH1403040,Presidential Pines/lower,New Hampshire,51
NH1466050,Maclean Precision Machine,New Hampshire,30
NH1471010,Manchester Water Works,New Hampshire,"133,000"
NH1472030,Rockwood Terrace Condos,New Hampshire,25
NH1495010,John D Perkins Sr Elem Sch,New Hampshire,41
NH1531010,Merrimack Village District,New Hampshire,"25,000"
NH1566020,Milford Technology Center,New Hampshire,250
NH1615050,Red Hill Business Center,New Hampshire,30
NH1616040,Crucon Cruise Outlet,New Hampshire,46
NH1618240,Harbor Square Shopping Center,New Hampshire,43
NH1618400,Murphys Village Store,New Hampshire,25
NH1621010,Pennichuck Water Works,New Hampshire,"87,682"
NH1681010,Newfields Vlg Water and Sewer,New Hampshire,550
NH1713010,Freedom Pond,New Hampshire,112
NH1715020,Mascenic Regional High Sch,New Hampshire,350
NH1715060,Highbridge Hill Elem Sch,New Hampshire,465
NH1732030,Great Bay Water System,New Hampshire,220
NH1755050,Newton Learning Center,New Hampshire,88
NH1756040,Terex Environmental Equipment,New Hampshire,92
NH1756050,One Puzzle Lane,New Hampshire,40
NH1793030,Northwood Mountain View Mobile Home Park,New Hampshire,148
NH1851010,Peu/williamsburg,New Hampshire,690
NH1852020,Peu/gage Hill,New Hampshire,68
NH1852040,Prolyn Townhouse Apartments,New Hampshire,123
NH1852080,Old Lawrence Road,New Hampshire,25
NH1855090,Kings Kids Child Care Center,New Hampshire,100
NH1856070,Pelham Industrial Park I,New Hampshire,80
NH1861010,Pembroke Water Works,New Hampshire,"5,200"
NH1932020,Golden Hill,New Hampshire,110
NH1932040,Forrest Street Condos,New Hampshire,70
NH1932050,Twin Ridge Condos,New Hampshire,425
NH1932060,Moongate Farm,New Hampshire,120
NH1932100,Strawberry Hill,New Hampshire,50
NH1932120,Cross Ridge Estates,New Hampshire,73
NH1932130,26 Chandler Ave. Condos,New Hampshire,33
NH1932140,Rutledge Place,New Hampshire,30
NH1932190,Chandler Terrace,New Hampshire,30
NH1932210,West Pine Condos,New Hampshire,60
NH1932220,Shady Lane Apartments,New Hampshire,35
NH1932250,Chandler Place Apts,New Hampshire,38
NH1935010,Pollard Elementary Sch,New Hampshire,566
NH1936040,Plaza 125,New Hampshire,200
NH1936100,Pentucket Shopping Center,New Hampshire,240
NH1936230,3 / 11 Plaistow Rd Plaza,New Hampshire,500
NH1936300,Barons Condos,New Hampshire,60
NH1936310,Ethan Allen Plaza,New Hampshire,25
NH1938170,Cottage Plaza,New Hampshire,100
NH1939050,Plaistow Town Hall,New Hampshire,100
NH1951010,Portsmouth Water Works,New Hampshire,"33,000"
NH1973050,Hill Top,New Hampshire,140
NH1996040,Hannaford Rindge 8180,New Hampshire,275
NH2001010,Rochester Water Department,New Hampshire,"25,000"
NH2002030,Dustin Homestead,New Hampshire,150
NH2003030,Hansonville Estates,New Hampshire,405
NH2041010,Rye Water District,New Hampshire,"4,100"
NH2051010,Salem Water Department,New Hampshire,"18,000"
NH2052010,Millville Circle/south,New Hampshire,48
NH2056010,Klein Marine Systems,New Hampshire,60
NH2082010,Peu/beaver Hollow,New Hampshire,30
NH2082040,Pine Acres Condos,New Hampshire,90
NH2085020,Playmates Learning Center,New Hampshire,56
NH2111010,Seabrook Water Department,New Hampshire,"14,000"
NH2215010,Strafford Sch,New Hampshire,515
NH2232030,Salt River Condos,New Hampshire,195
NH2232050,Stratham Green Condos,New Hampshire,150
NH2232060,Balmoral Condos,New Hampshire,105
NH2232200,Chisholm Farm,New Hampshire,168
NH2235050,Stratham Memorial Sch,New Hampshire,691
NH2235060,Cornerstone School,New Hampshire,190
NH2236050,Stratham Plaza,New Hampshire,50
NH2236130,Stratham Central Condos,New Hampshire,50
NH2236140,Stratham Crossing 7621,New Hampshire,56
NH2236150,Bmw Of Stratham,New Hampshire,60
NH2236190,149/151 Portsmouth Ave,New Hampshire,25
NH2238060,Stratham Plz/market Basket,New Hampshire,410
NH2295030,Kearsarge Regional Middle Sch,New Hampshire,525
NH2296010,Labsphere,New Hampshire,86
NH2351020,Lochmere Village District,New Hampshire,345
NH2542030,Peu/w and E,New Hampshire,523
NH2542060,Peu/hardwood Hts Birch Hill,New Hampshire,100
NH2542070,Villages Of Windham,New Hampshire,145
NH2542140,Peu/castle Reach,New Hampshire,100
NH2542170,Peu/lamplighter Village,New Hampshire,162
NH2542180,Peu/spruce Pond Estates,New Hampshire,120
NH2542190,Camelot III,New Hampshire,30
NH2544010,Warde Rehabilitation/nursing,New Hampshire,76
NH2544020,Windham Terrace,New Hampshire,110
NH2545010,Windham Center Sch,New Hampshire,500
NH2545110,Wee Care Learning Ctr,New Hampshire,85
NH2546080,Castle Commons,New Hampshire,125
NH2546090,Commons At Windham 1/west Bldg,New Hampshire,25
NH2546160,Commons At Windham 2/east Bldg,New Hampshire,50
NH2546170,Capital Transportation,New Hampshire,45
NH2546190,Shaws Supermarket 686,New Hampshire,100
NH2546220,Five Industrial Dr,New Hampshire,59
NH2546230,Medicus Offices,New Hampshire,300
NH2548150,Dunkin Donuts /pc 346676,New Hampshire,200
NH2548170,Howie Glynn And Sons Conv Stre,New Hampshire,80
NH2548180,Windham Towne Shoppes,New Hampshire,317
NH2549010,Town Hall/planning/dev/tv Stat,New Hampshire,25
NH2549020,Senior Citizens Center,New Hampshire,25
NH2549050,Nesmith Library,New Hampshire,200
NJ0102001,Atlantic City Municipal Utilities Authority,New Jersey,"152,415"
NJ0102301,Resorts Atlantic City,New Jersey,"5,500"
NJ0105398,Building Blocks Learning Center Ii,New Jersey,83
NJ0108003,Tilton Terrace Mobile Home,New Jersey,456
NJ0108334,Storybook Land - Main,New Jersey,285
NJ0109302,Estell Manor Elementary School,New Jersey,202
NJ0110300,Folsom Elementary School,New Jersey,405
NJ0111375,The Pilgrim Academy - Main Bld,New Jersey,413
NJ0111376,Pilgrim Academy-#2 (gym),New Jersey,370
NJ0111431,Leeds Point Shoppes A (south),New Jersey,180
NJ0111441,Smithville Professional Center,New Jersey,100
NJ0111900,Little Lambs Christian Pre School,New Jersey,0
NJ0112001,Hamilton Township MUA,New Jersey,"21,720"
NJ0113357,Sail Lake Professional Complex,New Jersey,60
NJ0119001,Delilah Terrace Mobile Home Park,New Jersey,210
NJ0119002,NJ American Water - Atlantic County,New Jersey,"120,146"
NJ0123300,Weymouth Twp Elem School,New Jersey,238
NJ0201001,Allendale Water Department,New Jersey,"6,702"
NJ0211001,Elmwood Park Water Department,New Jersey,"20,374"
NJ0215300,Englewood Hospital,New Jersey,"2,600"
NJ0217001,Fair Lawn Water Department,New Jersey,"31,000"
NJ0220001,Suez Water New Jersey Franklin Lakes,New Jersey,"5,038"
NJ0220305,Urban Farms Acquisition,New Jersey,"2,500"
NJ0221001,Garfield Water Department,New Jersey,"30,487"
NJ0228001,Ho Ho Kus Water Department,New Jersey,"4,060"
NJ0231001,Passaic Valley WC Lodi WD,New Jersey,"24,136"
NJ0232001,Lyndhurst Water Department,New Jersey,"20,500"
NJ0233001,Mahwah Water Department,New Jersey,"26,777"
NJ0233005,Bogerts Ranch Estates In,New Jersey,225
NJ0238001,United Water NJ,New Jersey,"792,713"
NJ0242001,Oakland Water Department,New Jersey,"12,754"
NJ0247001,Park Ridge Water Department,New Jersey,"16,466"
NJ0248001,Ramsey Water Department,New Jersey,"15,207"
NJ0251001,Ridgewood Water,New Jersey,"61,700"
NJ0255306,Rockleigh Country Club,New Jersey,278
NJ0257001,Saddle Brook Water Department,New Jersey,"13,155"
NJ0263320,Saddle River Reformed Church,New Jersey,135
NJ0264001,Waldwick Water Department,New Jersey,"9,653"
NJ0265001,Wallington Water Department,New Jersey,"11,583"
NJ0306001,Burlington Twp W Department,New Jersey,"22,594"
NJ0306307,American Custom Drying,New Jersey,65
NJ0310300,Dredge Harbor Yacht Basin-north,New Jersey,75
NJ0310301,Dredge Harbor Yacht Basin-sout,New Jersey,250
NJ0315001,Florence Township Water Department,New Jersey,"11,214"
NJ0319001,Maple Shade Water Department,New Jersey,"19,400"
NJ0327001,NJ American Water - Western,New Jersey,"264,586"
NJ0332002,Oakview Leisure Village,New Jersey,250
NJ0335001,Allenwood Estates LLC,New Jersey,135
NJ0338001,Willingboro MUA,New Jersey,"35,000"
NJ0339001,New Lisbon Development Center,New Jersey,"2,014"
NJ0404001,Bellmawr Water Department,New Jersey,"9,522"
NJ0407001,Brooklawn Water Departme,New Jersey,"2,300"
NJ0408001,United Water Camden,New Jersey,"46,585"
NJ0412001,Collingswood Water Depar,New Jersey,"24,500"
NJ0414001,Gloucester City W Department,New Jersey,"12,460"
NJ0415002,Aqua NJ - Blackwood,New Jersey,"44,396"
NJ0424001,Merchantville Pennsauken,New Jersey,"47,144"
NJ0435309,Archway Administration,New Jersey,45
NJ0436007,Winslow Township DMU,New Jersey,"39,174"
NJ0436010,Winslow Court Homes Inc.,New Jersey,110
NJ0436456,Garvey Conveyers,New Jersey,80
NJ0436457,Kelloggs Frozen Foods,New Jersey,127
NJ0436458,First Baptist Church Of Florence Estate,New Jersey,70
NJ0504301,Dennis Twp Board Of Education,New Jersey,910
NJ0504348,Seashore Line Camper Res,New Jersey,453
NJ0504407,Dennis Township Primary School,New Jersey,315
NJ0506321,Cedar Springs Mobile Home Park Well #,New Jersey,90
NJ0511330,Clayton Industries Inc,New Jersey,55
NJ0511353,Liberty Coca-cola Beverage Llc,New Jersey,125
NJ0516001,Woodbine Municipal Utilities Authority,New Jersey,"2,650"
NJ0516003,Carol Lynn Resort Inc.,New Jersey,550
NJ0603308,F & S Produce - Plant 1,New Jersey,255
NJ0603331,Qis Inc.,New Jersey,36
NJ0605002,Tips Trailer Park & Sale,New Jersey,450
NJ0605315,Miss Inez Childrens House I,New Jersey,65
NJ0607326,Fralinger Engineering Pa,New Jersey,43
NJ0608309,Santa's Sweets/agmort,New Jersey,205
NJ0608310,Santa's Sweets-bldg #9,New Jersey,90
NJ0609300,Maur Riv Twp Bd Of Ed Po,New Jersey,447
NJ0609316,Kidstown,New Jersey,60
NJ0610001,Millville Water Department,New Jersey,"27,500"
NJ0613004,Upper Deerfield Township Water Department,New Jersey,"2,463"
NJ0614003,Vineland Water & Sewer Utility,New Jersey,"36,250"
NJ0614322,Corning Pharmaceuticals Glass Llc,New Jersey,280
NJ0702300,State Street Grill,New Jersey,835
NJ0704001,Cedar Grove Water Department,New Jersey,"12,900"
NJ0705001,East Orange Water Commission,New Jersey,"75,000"
NJ0706001,Essex Fells Water Department,New Jersey,"2,200"
NJ0710001,Livingston Twp Div of Water,New Jersey,"27,391"
NJ0712001,NJ American Water - Short Hills,New Jersey,"217,230"
NJ0713001,Montclair Water Bureau,New Jersey,"37,669"
NJ0714001,Newark Water Department,New Jersey,"294,274"
NJ0715300,Greenbrook Country Club,New Jersey,330
NJ0716300,Nutley Town Hall Complex Well,New Jersey,100
NJ0717001,Orange Water Department,New Jersey,"30,134"
NJ0719001,South Orange Water Department,New Jersey,"16,964"
NJ0720001,Verona Water Department,New Jersey,"13,641"
NJ0721001,West Caldwell Water Department,New Jersey,"10,759"
NJ0721305,Mountain Ridge Country Club,New Jersey,400
NJ0722304,The Manor Restaurant,New Jersey,"1,700"
NJ0722305,The High Lawn,New Jersey,135
NJ0801001,Clayton Water Department,New Jersey,"8,179"
NJ0802001,Deptford Twp MUA,New Jersey,"30,561"
NJ0803001,East Greenwich Township Water Department,New Jersey,"9,900"
NJ0804309,Aura School,New Jersey,390
NJ0804321,Aura Badge Co,New Jersey,48
NJ0805342,Franklinville Adult Training,New Jersey,41
NJ0805359,Pegasus Restaurant,New Jersey,420
NJ0805399,Wawa #486,New Jersey,"3,154"
NJ0806001,Glassboro Water Department,New Jersey,"24,244"
NJ0807001,Greenwich Township Water Department,New Jersey,"4,921"
NJ0809002,NJ  American Water - Logan,New Jersey,"6,650"
NJ0809301,Polymer Additives Inc Dba Valtris Specia,New Jersey,125
NJ0809313,Xylem Dewatering Inc Dba Godwin,New Jersey,55
NJ0811002,Monroe Twp MUA,New Jersey,"26,179"
NJ0811324,Childrens Garden Christian School,New Jersey,140
NJ0811900,Lasting Legacy Academy Llc,New Jersey,0
NJ0812001,National Park Water Department,New Jersey,"3,144"
NJ0813001,Newfield Water Department,New Jersey,"1,616"
NJ0814001,Paulsboro Water Department,New Jersey,"6,097"
NJ0817305,Kingsway Regional  High School,New Jersey,"2,960"
NJ0818004,Washington Township MUA,New Jersey,"48,000"
NJ0820001,West Deptford Twp Water Department,New Jersey,"22,000"
NJ0821001,Westville Water Department,New Jersey,"6,000"
NJ0822001,Woodbury City Water Department,New Jersey,"11,485"
NJ0823001,Woodbury Heights Water Utilies,New Jersey,"3,008"
NJ0901001,Bayonne Municipal Utilities Authority,New Jersey,"63,000"
NJ0904001,Harrison W Department,New Jersey,"14,425"
NJ0906001,Jersey City Municipal Utilities Authority,New Jersey,"262,000"
NJ0907001,Kearny Water Department,New Jersey,"41,664"
NJ1001303,Delaware Valley Regional,New Jersey,"1,055"
NJ1002311,Conley Elementary School,New Jersey,339
NJ1004001,Aqua NJ - Califon,New Jersey,936
NJ1005001,Clinton Water Department,New Jersey,"12,500"
NJ1006302,Rolling Hills Care Center,New Jersey,97
NJ1006308,Energy Kinetics,New Jersey,44
NJ1006329,Miss Janet's Sunshine Schoolhouse,New Jersey,64
NJ1006333,Acorn Montessori School Building # 3,New Jersey,70
NJ1006349,Hunterdon County Ymca Child Care,New Jersey,200
NJ1006352,Patrick Mcgaheran School,New Jersey,345
NJ1006359,First Step Learning Ctr,New Jersey,39
NJ1006370,Right At Home Daycare,New Jersey,39
NJ1006373,Acorn Montessori School Building #2,New Jersey,48
NJ1006376,Acorn Montessori School Toddler House,New Jersey,48
NJ1007001,Delaware Township Municipal Utilities Authority,New Jersey,500
NJ1007002,Rosemont Water Company,New Jersey,256
NJ1008300,Doves Rch,New Jersey,43
NJ1008301,East Amwell School District,New Jersey,566
NJ1009001,Flemington Water Department,New Jersey,"4,581"
NJ1010300,Franklin Twp School,New Jersey,371
NJ1010309,Garden State Growers,New Jersey,74
NJ1010310,South Ridge Community Church,New Jersey,200
NJ1010311,South Ridge Community Church,New Jersey,200
NJ1012001,Glen Gardner Water Department,New Jersey,"1,705"
NJ1014001,High Bridge Water Department,New Jersey,"3,300"
NJ1015003,Aqua NJ - Riegel Ridge,New Jersey,621
NJ1016300,Kingwood Township School,New Jersey,499
NJ1016324,Route 12 Business Park,New Jersey,68
NJ1017301,Phillips Barber Health Center,New Jersey,100
NJ1019001,Aqua NJ - Bunnvale,New Jersey,252
NJ1019301,Imperial Vista Care Inc.,New Jersey,32
NJ1019311,Little Brook Nursing Hom,New Jersey,36
NJ1019314,Voorhees High School,New Jersey,"1,700"
NJ1019315,Lebanon Twp Sch  - Valley Vw  Woodglen,New Jersey,540
NJ1019322,Woodglen School,New Jersey,490
NJ1020001,Milford Water Department,New Jersey,"1,453"
NJ1021305,Hunterdon Medical Center,New Jersey,"1,520"
NJ1021319,Robert Hunter School,New Jersey,525
NJ1021333,Tri-seal,New Jersey,60
NJ1021351,Hitran Corp,New Jersey,96
NJ1021363,Hunterdon Care Center,New Jersey,284
NJ1021405,Reagent Chemical & Research,New Jersey,38
NJ1021416,Ss & B Professional Office Bldg,New Jersey,200
NJ1021431,Fred Beans Hyundai Flemington,New Jersey,81
NJ1021432,Countryside Plaza,New Jersey,257
NJ1021435,Flemington Nj Motor Vehicle Commission,New Jersey,280
NJ1021436,Fred Beans Toyota,New Jersey,79
NJ1022306,Three Bridges School,New Jersey,404
NJ1022309,Bishop & Bishop Well # 1,New Jersey,775
NJ1022338,Mill Road Dairy,New Jersey,270
NJ1022341,Verano Nj,New Jersey,135
NJ1022357,Salem Industrial Park,New Jersey,155
NJ1022376,Stanton Learning Center,New Jersey,76
NJ1023001,Stockton Water Department,New Jersey,650
NJ1024001,NJ  American Water - Oldwick,New Jersey,246
NJ1024300,Am Best Co,New Jersey,500
NJ1024301,Old Turnpike School,New Jersey,428
NJ1025307,Union Township Middle School,New Jersey,345
NJ1025326,Mountain View 78,New Jersey,75
NJ1026300,West Amwell Township School,New Jersey,298
NJ1026302,South Hunterdon Regional Hs,New Jersey,589
NJ1026308,Oxford Communication,New Jersey,41
NJ1103001,Aqua NJ - Hamilton Square,New Jersey,"39,128"
NJ1105001,Hopewell Borough Water Department,New Jersey,"2,035"
NJ1106002,Mercer County Correctional Center,New Jersey,860
NJ1106300,Titusville Academy Princeton,New Jersey,116
NJ1106304,Music & Movement Center,New Jersey,55
NJ1106315,Princeton Technology Ctr,New Jersey,80
NJ1106316,Bear Tavern School,New Jersey,555
NJ1106319,Pennington Shop-rite,New Jersey,"3,663"
NJ1106338,Pennington Children Academy,New Jersey,76
NJ1106339,Bcj&r,New Jersey,43
NJ1106344,Greater Princeton Investments Llc,New Jersey,25
NJ1106355,Kooltronic Inc,New Jersey,140
NJ1106357,Hopewell Munic Services,New Jersey,95
NJ1106362,Camelot Nursery School,New Jersey,45
NJ1106364,Saint Peter Lutheran Church,New Jersey,125
NJ1106375,Offices At Pennington Point,New Jersey,125
NJ1106390,Pennington Montessori School,New Jersey,205
NJ1106397,Tree Farm Village,New Jersey,230
NJ1106398,Pennington Point West,New Jersey,76
NJ1106399,Corner Stone Court,New Jersey,940
NJ1106400,84 Hopewell Llc,New Jersey,66
NJ1107001,Lawrenceville School,New Jersey,"1,000"
NJ1107002,Aqua NJ - Lawrence,New Jersey,"8,655"
NJ1107325,Terhune Orchards,New Jersey,"1,025"
NJ1108001,Pennington Water Department,New Jersey,"2,600"
NJ1108301,The Pennington School,New Jersey,565
NJ1202307,Matrix Development Group,New Jersey,"1,400"
NJ1204001,East Brunswick Water Utility,New Jersey,"48,474"
