pws_id,name,state,population_served
MA4334027,Bayside Restaurant,Massachusetts,90
MA4334031,Dcr Horseneck Beach State Reservation,Massachusetts,"3,000"
MA4334042,"Compton Clambakes, Llc",Massachusetts,85
MA4334052,Handy Hill Creamery,Massachusetts,25
MA4334065,Bittersweet Farm Inc,Massachusetts,180
MA4334073,Westport Country Day School,Massachusetts,55
MA4334079,Westport Senior Center,Massachusetts,50
MA4334080,Westport Club Inc.,Massachusetts,25
MA4334082,Central Village Condo C/o Bradshaw Ins.,Massachusetts,50
MA4334084,"F.l. Tripp And Sons, Inc.",Massachusetts,60
MA4334088,Westport Senior Village,Massachusetts,150
MA4334092,Noquochoke Village Llc,Massachusetts,180
MA4334093,Weatherlow Farms,Massachusetts,235
MA4334094,Westport Schools Complex,Massachusetts,"1,472"
MA4338002,Eliot Woods Condos,Massachusetts,140
MA6000000,Massachusetts Water Resources Authority (MWRA),Massachusetts,0
MD0070016,Town of North East,Maryland,"7,100"
MD0130002,Howard County Department of Public Works,Maryland,"247,000"
MD0150003,City of Rockville,Maryland,"52,000"
MD0150005,Washington Suburban Sanitary Commission,Maryland,"1,800,000"
MD0230001,Town of Berlin,Maryland,"4,500"
ME0000242,Fayette Central School,Maine,85
ME0001006,Charter Oaks Village Cooperative,Maine,105
ME0002809,Estes Lake Mobile Home Park,Maine,172
ME0090570,Franklin Water Department,Maine,525
ME0090610,Gardiner Water District,Maine,"8,000"
ME0090970,Mexico Water District,Maine,"2,425"
ME0092388,Princeton Water District,Maine,75
ME0093810,Aos 90 Princeton Elementary School,Maine,169
ME0093813,Aos 98 Georgetown Central School,Maine,98
ME0095585,Pine Ridge Hunton Brook Association,Maine,298
ME0095659,The Pines At Arundel,Maine,105
MI0000100,Albion,Michigan,"9,144"
MI0000125,Allegan County Services Center,Michigan,101
MI0000130,Allen Park,Michigan,"28,210"
MI0000260,Athens,Michigan,"1,024"
MI0000350,"Baldwin, Village of",Michigan,"1,060"
MI0000510,"Bear Lake, Village of",Michigan,318
MI0000730,Birmingham,Michigan,"20,472"
MI0000750,Blissfield,Michigan,"3,340"
MI0000850,Bridgman,Michigan,"2,291"
MI0000860,"Brighton, City of",Michigan,"7,636"
MI0000980,Buena Vista Township,Michigan,"8,676"
MI0001330,"Charlevoix, City of",Michigan,"3,124"
MI0001416,Chocolay Shores Apartments,Michigan,50
MI0001420,"Clare, City of",Michigan,"3,118"
MI0001465,Climax,Michigan,767
MI0001510,Lakeland Correctional Facility,Michigan,"1,450"
MI0001545,Main Street Apartments,Michigan,48
MI0001580,Concord,Michigan,"1,050"
MI0001770,Deerfield,Michigan,943
MI0002025,Eaton Green Estates Subdivision,Michigan,363
MI0002070,Edmore,Michigan,"1,256"
MI0002170,Escanaba,Michigan,"13,659"
MI0002190,"Evart, City of",Michigan,"1,903"
MI0002490,Fremont,Michigan,"4,081"
MI0002590,Sherman Township,Michigan,40
MI0002600,"Gaylord, City of",Michigan,"3,645"
MI0002640,Gladstone,Michigan,"4,396"
MI0002790,Grand Rapids,Michigan,"258,416"
MI0002839,Great Lakes Adventist Academy,Michigan,360
MI0002840,"Grayling, City of",Michigan,"1,884"
MI0002847,Greens Lake Apartments,Michigan,330
MI0002850,Greenville,Michigan,"8,511"
MI0002925,Lake Doster,Michigan,"1,287"
MI0003018,Haring Charter Township,Michigan,839
MI0003117,Heritage Apartments,Michigan,30
MI0003130,Hesperia,Michigan,954
MI0003170,Hillsdale,Michigan,"8,163"
MI0003230,Houghton,Michigan,"7,512"
MI0003342,Independence Township,Michigan,"11,790"
MI0003400,Iron Mountain,Michigan,"9,200"
MI0003510,K I Sawyer,Michigan,"3,000"
MI0003525,Kalamazoo Lake Sewer & Water Authority,Michigan,"3,892"
MI0003550,"Kaleva, Village of",Michigan,464
MI0003630,Kinross Township,Michigan,"7,341"
MI0003640,Kingsford,Michigan,"5,480"
MI0003695,Lake Bella Vista,Michigan,"3,584"
MI0003741,Lake Charter Township,Michigan,"4,177"
MI0003943,Lockport Township,Michigan,"1,778"
MI0004040,Manistique,Michigan,"3,197"
MI0004250,Menominee,Michigan,"9,999"
MI0004360,Middleville,Michigan,"3,309"
MI0004370,City of Midland,Michigan,"41,706"
MI0004455,Monroe South County,Michigan,"33,816"
MI0004530,City of Mount Pleasant,Michigan,"26,084"
MI0004570,Muskegon,Michigan,"37,213"
MI0004580,Muskegon Heights,Michigan,"10,856"
MI0004596,Mystic View Apartments,Michigan,100
MI0004680,New Buffalo,Michigan,"1,883"
MI0004710,Newaygo,Michigan,"1,976"
MI0004810,"Northport, Village of",Michigan,526
MI0004820,Northport Cottage Owners,Michigan,240
MI0004874,Oak Leaf Manor,Michigan,36
MI0004880,Oak Park,Michigan,"29,319"
MI0005060,Otsego,Michigan,"3,956"
MI0005136,Oxford Village Condominiums,Michigan,80
MI0005160,Richmond Township,Michigan,489
MI0005200,Parchment,Michigan,"3,174"
MI0005345,Pinecrest Apartments,Michigan,57
MI0005380,Plainwell,Michigan,"3,328"
MI0005440,Pontiac,Michigan,"63,398"
MI0005450,Auburn Hills,Michigan,"21,412"
MI0005520,Portage,Michigan,"46,292"
MI0005530,Portland,Michigan,"3,883"
MI0005566,Prairie Village Apartments,Michigan,38
MI0005819,Hidden Shores West,Michigan,75
MI0005850,City of Saginaw,Michigan,"51,508"
MI0005977,Scio Township,Michigan,"8,500"
MI0006040,Sheridan,Michigan,649
MI0006073,Sims-whitney Utilities Authority,Michigan,"5,627"
MI0006250,Springport,Michigan,800
MI0006310,St. Joseph,Michigan,"8,789"
MI0006725,Union Township,Michigan,"12,927"
MI0006880,Walloon Lake Water System,Michigan,399
MI0006910,Waterford Township,Michigan,"73,441"
MI0007220,Wyoming,Michigan,"72,125"
MI0040003,Andrews Mobile Home Park,Michigan,90
MI0040023,Riverview Mobile Home Park,Michigan,125
MI0040028,Village East Estates,Michigan,235
MI0040046,Guernsey Lake Mobile Home Community,Michigan,100
MI0040069,Grand Village Mobile Home Park,Michigan,50
MI0040070,Countryside Mobile Court,Michigan,60
MI0040093,C & M Mobile Home Court,Michigan,70
MI0040122,Hi-way Mobile Haven,Michigan,168
MI0040138,Gunther Mobile Home Court Inc.,Michigan,105
MI0040176,Silver Shores Mobile Home Park,Michigan,360
MI0040206,Evergreen Mobile Home Community,Michigan,272
MI0040209,Long Lake Mobile Home Estates,Michigan,68
MI0040213,Whispering Woods-white Pine Ridge Oscod,Michigan,33
MI0040255,Royal Estates,Michigan,380
MI0040259,Algoma Estates,Michigan,580
MI0040276,Key Heights Mobile Village,Michigan,715
MI0040284,Parkwood Green,Michigan,270
MI0040285,Pine Aire Mobile Home Park,Michigan,202
MI0040291,Spring Valley Mobile Home Park,Michigan,172
MI0040296,Woodland Estates,Michigan,268
MI0040326,Woodland Park and Sales,Michigan,125
MI0040333,Heritage Hills Mobile Home Village,Michigan,75
MI0040356,Arlington Woods,Michigan,"1,650"
MI0040361,Maple Island Estates,Michigan,320
MI0040363,Timberline Estates,Michigan,755
MI0040377,Clarkston Lake Estates,Michigan,"1,245"
MI0040405,Greenlawn Mobile Home Court,Michigan,100
MI0040417,Crockery Mobile Home Park,Michigan,413
MI0040426,Tallmadge Meadows,Michigan,268
MI0040441,Parkwood Village,Michigan,58
MI0040491,Port of Call - West,Michigan,152
MI0040516,White Birch Mobile Home Village,Michigan,250
MI0040519,Silver Creek Estates Mobile Home Court,Michigan,260
MI0040575,Sashabaw Meadows Mobile Home Park,Michigan,"1,278"
MI0040576,Whispering Pines,Michigan,125
MI0040600,Egelcraft Mobile Home Park,Michigan,"1,120"
MI0040653,Sunset Shores,Michigan,200
MI0063635,King Nursing & Rehabilitation Community,Michigan,61
MI0820211,Hastings Head Start at Community Action,Michigan,53
MI1720007,Soo Township School,Michigan,175
MI2000206,Standish-sterling Central Elem,Michigan,800
MI2001359,Tri County Junior High,Michigan,533
MI2001945,Leland Public School #2,Michigan,600
MI2001959,Central Montcalm Ms-hs,Michigan,985
MI2001964,Walkerville Public Schools - Old Elem Bl,Michigan,300
MI2002741,Alto Elementary School,Michigan,540
MI2002769,Vanderbilt School,Michigan,125
MI2004739,Chapman Memorial Church,Michigan,200
MI2004745,St Marys Elem & High School,Michigan,227
MI2006864,New Era Christian School,Michigan,105
MI2007653,Fivecap Fountain Fcdc,Michigan,33
MI2007854,Chippewa Hills High School,Michigan,750
MI2007914,Eagle Lake Elem School,Michigan,250
MI2008270,Loving Hearts Little Hands,Michigan,60
MI2009755,Menominee Headstart,Michigan,61
MI2014563,Milford High School/hvs,Michigan,"1,400"
MI2016961,Oakridge -carr School/community Ed,Michigan,65
MI2017215,Boyne Falls Public School,Michigan,175
MI2017981,Emerson School - Elementary,Michigan,450
MI2018813,Calhoun Isd,Michigan,70
MI2019354,Morley Stanwood Elementary School,Michigan,500
MI2021235,Whittemore/prescott School Complex,Michigan,969
MI2024303,Hamilton Elementary,Michigan,500
MI2025370,Robinson Elementary,Michigan,362
MI2025472,C.o.o.r. School,Michigan,200
MI2026264,Walkerville Pub Schls - South Well #2,Michigan,450
MI2027618,Ms Panda's Play & Learn Ctr-south,Michigan,43
MI2030041,Cannonsburg Elementary School,Michigan,219
MI2030370,Trinity Lutheran School,Michigan,150
MI2030883,Baker College Of Cadillac,Michigan,550
MI2032659,Montcalm Area Career Center,Michigan,330
MI2034258,Ida Strip Mall,Michigan,29
MI2035747,Pinckney Schools - Country Elementary,Michigan,339
MI2038413,Kids Time Inc,Michigan,25
MI2039172,Our Lady Of The Lake,Michigan,150
MI2042661,Ccp Discovery School,Michigan,82
MI2043813,The Learning Zone,Michigan,70
MI2044161,The Hop Childcare Center,Michigan,60
MI2049370,Future Steps Learning Center Llc,Michigan,50
MI2052663,Glengary Elementary/wls,Michigan,400
MI2054047,Learning Ladder,Michigan,48
MI2055080,South Haven Family Campground,Michigan,296
MI2055670,All For Kids,Michigan,50
MI2061038,Abc Academy - Laurence Ave,Michigan,100
MI2061947,Rose Brooke Childcare Center,Michigan,66
MI2067070,Little Tykes University Llc,Michigan,80
MI2079063,Oakland Schools-tech Campus Nw,Michigan,500
MI2082338,Early Impressions,Michigan,30
MI2087341,East Rockford Middle School,Michigan,"1,039"
MI2087847,Light Of The World Academy,Michigan,400
MI2090463,West Highland Christian,Michigan,125
MI2123363,Cedar Crest Academy,Michigan,200
MI2156563,Cedar Crest Early Childhood,Michigan,60
MI2213763,Country Oaks Elem/oak Valley Middle,Michigan,"1,300"
MI3420086,Eight Cap Ionia Co. Outreach,Michigan,33
MI3420231,Faith Community Christian Sch.,Michigan,56
MI3920178,Gull Lake Schools-40th St Early Learning Ctr,Michigan,50
MI6120214,Reeths Puffer/Twin Lake Elemen,Michigan,482
MI6420019,Walkerview Elementary School,Michigan,300
MN1020001,Anoka,Minnesota,"18,000"
MN1020023,Lino Lakes,Minnesota,"15,800"
MN1020031,Fridley,Minnesota,"27,853"
MN1190014,Inver Grove Heights,Minnesota,"34,189"
MN1190019,Rosemount,Minnesota,"22,445"
MN1190020,South Saint Paul,Minnesota,"20,400"
MN1270010,Eden Prairie,Minnesota,"63,726"
MN1270011,Edina,Minnesota,"49,050"
MN1270014,Golden Valley,Minnesota,"20,371"
MN1270024,Minneapolis,Minnesota,"423,990"
MN1270031,Minnetonka,Minnesota,"52,741"
MN1270044,Plymouth,Minnesota,"79,450"
MN1270046,Robbinsdale,Minnesota,"13,953"
MN1270050,Saint Louis Park,Minnesota,"47,221"
MN1270054,Wayzata,Minnesota,"4,804"
MN1330001,Mora,Minnesota,"3,518"
MN1550010,Rochester,Minnesota,"114,011"
MN1570003,Thief River Falls,Minnesota,"8,931"
MN1590005,Pipestone,Minnesota,"4,273"
MN1620005,Little Canada,Minnesota,"9,750"
MN1620013,Roseville,Minnesota,"36,314"
MN1710006,Zimmerman,Minnesota,"5,334"
MN1820010,Cimarron Park,Minnesota,"1,200"
MN1820014,Newport,Minnesota,"3,678"
MN1820020,Oak Park Heights,Minnesota,"4,339"
MN1820034,Eagle's Watch Development,Minnesota,140
MN5820077,Animal Inn Pet Resort & Spa,Minnesota,25
MN5820100,Erickson Marine,Minnesota,25
MN5820105,Cottage View Drive-In Theater,Minnesota,"1,000"
MN5820233,Carpenter Nature Center,Minnesota,25
MN5820267,St. Croix Travel Information Cntr. MNDOT,Minnesota,"1,604"
MN5820395,New Life Evangelical Church,Minnesota,150
MN5820396,Salem Evangelical Lutheran Church,Minnesota,30
MN5820398,Lampert Yards,Minnesota,40
MN5820401,Woodbury Church of Christ,Minnesota,100
MN5820407,St. Croix Weigh Station,Minnesota,25
MN5820418,Bailey Nursery-Coolers,Minnesota,60
MN5820427,"Bailey Nurseries, Inc.- Main Office",Minnesota,70
MN5820431,Cottage Grove Ravine Regional Park,Minnesota,25
MN5820457,"Bailey Nurseries, Inc., Container East",Minnesota,110
MN5820486,River Oaks Municipal Golf Course,Minnesota,200
MN5820523,Christ the Lord Lutheran Church,Minnesota,25
MN5820550,Stoneridge Golf Club,Minnesota,30
MN5820570,"Heins Valley Creek Nursery, Inc.",Minnesota,25
MN5820590,"Bailey Nurseries, Container West Lot 3",Minnesota,25
MO3010712,St. James,Missouri,"4,119"
MO6024298,Jefferson County Public Water Supply District  6,Missouri,"7,300"
MT0000234,"Hamilton, City of",Montana,"4,500"
NC0105010,"West Jefferson, Town of",North Carolina,"1,305"
NC0111010,City of Asheville,North Carolina,"124,300"
NC0111020,"Black Mountain, Town of",North Carolina,"9,525"
NC0112010,Valdese,North Carolina,"13,700"
NC0112015,City of Morganton,North Carolina,"38,845"
NC0113020,"Mount Pleasant, Town of (wsacc)",North Carolina,"1,911"
NC0113025,Harrisburg,North Carolina,"17,127"
NC0118015,City of Newton,North Carolina,"16,504"
NC0123020,Kings Mountain,North Carolina,"12,819"
NC0123055,Cleveland County Water,North Carolina,"52,116"
NC0136010,Two Rivers Utilities,North Carolina,"84,621"
NC0136015,City of Belmont,North Carolina,"11,613"
NC0136020,City of Mount Holly,North Carolina,"17,780"
NC0136030,"Cherryville, City of",North Carolina,"5,800"
NC0149010,City of Statesville,North Carolina,"25,712"
NC0149015,Town of Mooresville,North Carolina,"42,611"
NC0150035,Tuckaseigee Water & Sewer Authority,North Carolina,"6,858"
NC0155035,Lincoln County WTP,North Carolina,"34,229"
NC0156025,"Old Fort, Town of",North Carolina,"1,700"
NC0158010,"Mars Hill, Town of",North Carolina,"3,150"
NC0160010,Charlotte Water,North Carolina,"1,093,901"
NC0161015,"Bakersville, Town of",North Carolina,725
NC0180010,Salisbury-Rowan,North Carolina,"49,022"
NC0180055,"Faith, Town of",North Carolina,"1,161"
NC0181035,Broad River Water Authority,North Carolina,"16,639"
NC0188010,"Brevard, City of",North Carolina,"10,686"
NC0188115,"Rosman, Town of",North Carolina,650
NC0190010,City of Monroe,North Carolina,"31,438"
NC0195010,Town of Boone,North Carolina,"19,028"
NC0195118,"Seven Devils, Town of",North Carolina,400
NC0197030,Blue Ridge Water Association,North Carolina,"8,075"
NC0217010,"Yanceyville, Town of",North Carolina,"2,716"
NC0229010,City of Lexington,North Carolina,"18,931"
NC0229020,City of Thomasville,North Carolina,"25,872"
NC0229025,Davidson Water Inc.,North Carolina,"147,455"
NC0230010,"Mocksville, Town of",North Carolina,"5,425"
NC0230015,Davie County Water System,North Carolina,"29,947"
NC0234010,City of Winston-Salem,North Carolina,"371,063"
NC0273010,City of Roxboro,North Carolina,"11,186"
NC0273409,Roxboro Steam Plant,North Carolina,450
NC0279010,City of Eden,North Carolina,"15,023"
NC0279020,City of Reidsville,North Carolina,"14,087"
NC0279025,"Mayodan, Town of",North Carolina,"2,464"
NC0285010,City of King,North Carolina,"20,490"
NC0285020,"Danbury, Town of",North Carolina,250
NC0286010,City of Mount Airy,North Carolina,"10,417"
NC0286025,"Pilot Mountain, Town of",North Carolina,"1,947"
NC0299015,"Yadkinville, Town of",North Carolina,"4,178"
NC0304010,Anson County Water System,North Carolina,"13,380"
NC0309010,"Elizabethtown, Town of",North Carolina,"5,311"
NC0309055,Bladen County Water Dist-West Bladen,North Carolina,"12,014"
NC0309060,Bladen County Water Dist-east Bladen,North Carolina,"3,889"
NC0319126,Chatham Co-North,North Carolina,"18,752"
NC0326040,"Wade, Town of",North Carolina,835
NC0351040,"Pine Level, Town of",North Carolina,"2,413"
NC0351045,"Micro, Town of",North Carolina,444
NC0363010,Southern Pines,North Carolina,"21,121"
NC0363025,"Carthage, Town of",North Carolina,"4,216"
NC0363035,"Taylortown, Town of",North Carolina,904
NC0368015,Hillsborough,North Carolina,"16,697"
NC0377010,Hamlet Water System,North Carolina,"10,289"
NC0377109,Richmond County Water System,North Carolina,"21,755"
NC0382015,"Roseboro, Town of",North Carolina,"1,897"
NC0382035,"Newton Grove, Town of",North Carolina,913
NC0392020,Cary,North Carolina,"192,250"
NC0392045,Town of Apex,North Carolina,"60,000"
NC0392050,Town of Holly Springs,North Carolina,"38,500"
NC0392373,Bayleaf Master,North Carolina,"15,565"
NC0407010,City of Washington,North Carolina,"13,000"
NC0407015,Belhaven Water System,North Carolina,"1,960"
NC0407025,Chocowinity Water System,North Carolina,"2,565"
NC0407040,Beaufort County Southside,North Carolina,"9,203"
NC0410070,Brunswick Regional Water and Sewer H2go,North Carolina,"28,488"
NC0421010,"Edenton, Town of",North Carolina,"5,500"
NC0421015,Chowan County Water System,North Carolina,"10,762"
NC0424045,"Lake Waccamaw, Town of",North Carolina,"2,469"
NC0424050,"Bolton, Town of",North Carolina,750
NC0424820,International Paper Company,North Carolina,750
NC0425040,First Craven Sanitary District,North Carolina,"6,325"
NC0431010,"Wallace, Town of",North Carolina,"5,825"
NC0431025,"Rose Hill, Town of",North Carolina,"1,867"
NC0431035,"Magnolia, Town of",North Carolina,980
NC0431060,"Greenevers, Town of",North Carolina,"1,390"
NC0431085,Duplin County Water System,North Carolina,"18,542"
NC0440106,Greene County Regional Water System,North Carolina,"9,992"
NC0442010,Roanoke Rapids Sanitary District,North Carolina,"16,312"
NC0446010,"Ahoskie, Town of",North Carolina,"5,479"
NC0446040,"Harrellsville, Town of",North Carolina,843
NC0448010,Hyde County Water System,North Carolina,"5,256"
NC0454015,La Grange Water System,North Carolina,"3,167"
NC0454020,"Pink Hill, Town of",North Carolina,950
NC0465020,Wrightsville Beach Water System,North Carolina,"6,380"
NC0465198,Camelot Holdings Llc,North Carolina,180
NC0465232,Cape Fear Public Utility Authority - New Hanover C,North Carolina,"29,052"
NC0465465,Masonboro Yacht Club & Marina,North Carolina,100
NC0465508,Dot-ft Fisher Ferry,North Carolina,500
NC0465635,Wrightsboro Umc,North Carolina,0
NC0465644,Sweetwater Landing,North Carolina,100
NC0467035,Onslow Water And Sewer Authority,North Carolina,"141,409"
NC0469020,Oriental Water System,North Carolina,903
NC0470010,Elizabeth City,North Carolina,"19,187"
NC0470015,Pasquotank County Water System,North Carolina,"10,653"
NC0471015,"Surf City, Town of",North Carolina,"5,606"
NC0472010,Hertford Water System,North Carolina,"2,145"
NC0472025,Perquimans County Water System,North Carolina,"11,314"
NC0474020,"Farmville, Town of",North Carolina,"7,090"
NC0474025,"Ayden, Town of",North Carolina,"6,366"
NC0474055,"Grimesland, Town of",North Carolina,610
NC0489015,Tyrrell County Water,North Carolina,"3,177"
NC0496045,Southern Wayne Sanitary District,North Carolina,"6,679"
NC0496065,Wayne Water Districts,North Carolina,"32,426"
NC0498020,"Elm City, Town of",North Carolina,"1,720"
NC0498030,"Lucama, Town of",North Carolina,881
NC4032018,Durham County Rougemont Water System,North Carolina,65
NC5026019,Old North Utilities Services/Ft. Bragg,North Carolina,"65,000"
NC6027001,Southern Outer Banks Water System,North Carolina,"7,767"
NC6059003,Martin County Water & Sewer District I,North Carolina,"2,205"
NC6070000,Pasquotank County Ro Water System,North Carolina,"7,490"
NC7024012,Columbus County Water District III,North Carolina,"2,615"
NC7065016,Charleston Place,North Carolina,25
NC7065022,South Oaks Center,North Carolina,25
ND0801154,South Central Regional Water District,North Dakota,"4,455"
ND0901483,Cass Rural Water District Fargo,North Dakota,"4,242"
ND1800410,City of Grand Forks,North Dakota,"57,339"
ND5301079,Northwest Rural Water District,North Dakota,"5,102"
NE3117905,"Blair, City of",Nebraska,"7,990"
NH0072080,Gowing Woods,New Hampshire,53
NH0076130,Colonial Park,New Hampshire,45
NH0078090,Meeting Place,New Hampshire,76
NH0112070,Water Wheel Estates,New Hampshire,85
NH0116010,Peu/pioneer Commerce Park,New Hampshire,400
NH0153040,Ambleside Mobile Home Park,New Hampshire,163
NH0153050,Barrington Mobile Home Estates,New Hampshire,198
NH0156020,Clearview Sunroom,New Hampshire,18
NH0171010,Bath Village Water Works,New Hampshire,136
NH0196270,Eversource Energy Bedford Awc,New Hampshire,30
NH0197030,Camp Kettleford,New Hampshire,125
NH0251010,Penacook Boscawen Water Pct,New Hampshire,"3,700"
NH0262050,Peu/white Rock Senior Living,New Hampshire,547
NH0266200,Grappone Toyota,New Hampshire,119
NH0275090,Childrens Ctr For Creatve Lrng,New Hampshire,40
NH0284010,Rockingham County Complex,New Hampshire,"1,230"
NH0285010,Swasey Central Sch,New Hampshire,363
NH0286060,Rockingham County Courthouse,New Hampshire,116
NH0411010,Charlestown Water Works,New Hampshire,"2,500"
NH0432010,Villages At Chester Condos,New Hampshire,100
NH0435060,Chester Academy,New Hampshire,576
NH0513100,Mountain Vale Village Mobile Home Park,New Hampshire,388
NH0603010,Longwoods Mobile Home Park,New Hampshire,245
NH0612170,Maple Haven,New Hampshire,95
NH0612220,Autumn Woods,New Hampshire,73
NH0664020,Dublin School,New Hampshire,215
NH0665030,Nh Detox And Rehab Llc,New Hampshire,65
NH0691010,UNH/Durham Water Sys,New Hampshire,"16,000"
NH0694010,Brookdale Spruce Wood,New Hampshire,225
NH0702020,Brandywine,New Hampshire,72
NH0773030,Sheltering Pines Mobile Home Park,New Hampshire,125
NH0801010,Exeter Water Department,New Hampshire,"11,000"
NH0802030,Louisburg Circle,New Hampshire,55
NH0802040,Peu/forest Ridge,New Hampshire,130
NH0803030,Exeter River Landing,New Hampshire,380
NH0803050,Icey Hill Cooperative,New Hampshire,36
NH0805010,Building Block Commons,New Hampshire,40
NH0823010,20 Jaffrey Rd.,New Hampshire,32
NH0862020,Pine Landing Condos,New Hampshire,50
NH0912040,Briar Court Estates,New Hampshire,113
NH0912050,Mount Laurel Estates,New Hampshire,115
NH0972010,Crotched Mountain Rehab Center,New Hampshire,750
NH1035040,Hampstead Middle Sch,New Hampshire,482
NH1036080,Ram Printing,New Hampshire,42
NH1175050,Hollis Brookline Hs,New Hampshire,980
NH1176030,Hollis Line Machine,New Hampshire,25
NH1176100,18 Clinton Dr Bldg,New Hampshire,75
NH1202010,Francoeur Apt/hudson Motor Inn,New Hampshire,96
NH1241010,Keene Water Department,New Hampshire,"25,000"
NH1255010,Kensington Elementary Sch,New Hampshire,169
NH1272040,Rowell Estates,New Hampshire,65
NH1275060,Sanborn Regional Middle/high,New Hampshire,726
NH1282050,Windemere Ridge,New Hampshire,31
NH1332050,Peu/thurston Woods,New Hampshire,85
NH1333020,Pine Knoll Village,New Hampshire,200
NH1392310,Peu/ministerial Hills,New Hampshire,163
NH1393060,Ponderosa Mobile Home Park,New Hampshire,110
NH1435030,Crossroads Academy,New Hampshire,162
NH1435050,Lyme Nursery Schl,New Hampshire,36
NH1461010,Village District Of Eidelweiss,New Hampshire,"1,140"
NH1522040,Sands of Brookhurst,New Hampshire,80
NH1562030,Badger Hill,New Hampshire,263
NH1603010,Rolling Acres Mobile Home Park,New Hampshire,100
NH1612030,Far Echo Harbor,New Hampshire,200
NH1732020,Wade Farm Condos,New Hampshire,40
NH1773020,Shel Al Mobile Estates,New Hampshire,177
NH1805050,Nottingham Community Sch,New Hampshire,576
NH1856010,Pelham Plaza,New Hampshire,100
NH1932070,Valley Field Apartments Northland,New Hampshire,185
NH1932230,Little River Village,New Hampshire,7
NH1936110,Scandia Plastics,New Hampshire,35
NH1936160,Fitzgerald Safety Complex,New Hampshire,86
NH1938120,Cedars Mediterranean,New Hampshire,25
NH1972010,Peu/liberty Tree Acres,New Hampshire,183
NH1972040,Branch River Apartments,New Hampshire,120
NH1972070,Peu/clearwater Estates,New Hampshire,98
NH1996060,Phase 10,New Hampshire,69
NH2078010,Steele Hill Resort,New Hampshire,60
NH2232070,Montrose Condos,New Hampshire,210
NH2232140,Jewett Hill,New Hampshire,50
NH2232160,Burnhaven,New Hampshire,150
NH2236040,Bell And Flynn,New Hampshire,26
NH2236120,Millbrook Office Park,New Hampshire,98
NH2239010,Stratham Community Church,New Hampshire,81
NH2342020,Northpointe Water,New Hampshire,83
NH2356020,Town Line Plaza,New Hampshire,86
NH2375010,Tuftonboro Central Sch,New Hampshire,150
NH2452030,South Weare Water,New Hampshire,200
NH2455060,Center Woods Elementary Sch,New Hampshire,620
NH2525010,High Mowing Sch,New Hampshire,173
NH2542010,Peu/golden Brook,New Hampshire,315
NH2542080,Wynridge Condos,New Hampshire,58
NH2545100,Windham High Sch,New Hampshire,"1,210"
NH2546110,Windham Village Green,New Hampshire,150
NH2546240,183 Rockingham Road,New Hampshire,40
NH2552010,Wediko School,New Hampshire,150
NH2561010,Wolfeboro Water and Sewer,New Hampshire,"5,750"
NH2563010,Birch Hill Estates,New Hampshire,159
NJ0105001,Buena Family Manor Mobile H P,New Jersey,64
NJ0108004,Norms Dale Mobile Home Park,New Jersey,250
NJ0108009,Stoney Field Mobile Home Park,New Jersey,200
NJ0108019,Oak Forest Mobile Home Park,New Jersey,300
NJ0108303,Bay Breeze Village,New Jersey,105
NJ0110307,South Jersey Gas Co,New Jersey,280
NJ0110309,Old Castle,New Jersey,38
NJ0111405,Free To Be Preschool,New Jersey,44
NJ0111424,Absecon Mills Inc,New Jersey,72
NJ0111432,Leeds Point Shoppes B (north),New Jersey,180
NJ0111456,G.s.a. Pre-k,New Jersey,64
NJ0113001,Hammonton Water Department,New Jersey,"12,153"
NJ0113302,R E A D Preschool,New Jersey,55
NJ0113330,Life Mission Training Center,New Jersey,38
NJ0117303,Mullica Twp Primary School,New Jersey,755
NJ0123002,The Oaks of Weymouth Water Company,New Jersey,750
NJ0305001,Burlington City Water Department,New Jersey,"9,835"
NJ0306303,Kinder Care #229,New Jersey,145
NJ0323001,NJ American Water - Mount Holly,New Jersey,"47,427"
NJ0324001,Mt Laurel Twp MUA,New Jersey,"41,743"
NJ0329003,Pemberton Township Water - Lake Valley,New Jersey,"3,500"
NJ0329320,Pemberton Farms Research Campus,New Jersey,72
NJ0333319,Red Lion Plaza,New Jersey,330
NJ0334316,Columbus Shopping Center,New Jersey,"1,200"
NJ0405001,Berlin Water Department,New Jersey,"13,001"
NJ0435324,Jack Sun Manor,New Jersey,215
NJ0436320,Winslow Twp Elem School,New Jersey,255
NJ0436481,Donio Trucking,New Jersey,120
NJ0436484,Pro Build Office,New Jersey,60
NJ0436499,New Jersey Motor Vehicle Inspection Stat,New Jersey,65
NJ0504306,Oceanview Center For Rehab and Continuing C,New Jersey,120
NJ0504402,Bishop Mc Hugh Catholic School,New Jersey,235
NJ0505002,Lower Township Municipal Utilities Authority,New Jersey,"10,315"
NJ0505003,Cape May Mobile Estates,New Jersey,420
NJ0506001,Delsea Woods Community LLC,New Jersey,95
NJ0508001,NJ American Water - Ocean City,New Jersey,"127,000"
NJ0511305,Upper Twp Middle School,New Jersey,525
NJ0601001,Bridgeton City Water Department,New Jersey,"22,770"
NJ0603327,"National Refrigerant, Inc.",New Jersey,135
NJ0605001,Fairton Oaks M H Community,New Jersey,207
NJ0605312,Glory Tabernacle Child Care,New Jersey,104
NJ0605313,Glory Tabernacle Child Care Ii,New Jersey,148
NJ0608300,Myron Powell Elementary School,New Jersey,511
NJ0612001,Bayshore Mobile Home Park,New Jersey,81
