"CWPName","SourceID","CWPStreet","CWPCity","CWPState","RegistryID","SupOver80CountUsDisp","CWPBioInspCount","BioVioLastYearFlag","BioQtrsWithVio","CWPBioFeaCount"
"KICKAPOO TRIBE IN KANSAS - HOUSING SITE #1","KSL095206","1107 GOLDFINCH ROAD","HORTON","KS","110017701496","1",0,"N",0,0
"KICKAPOO TRIBE OF KANSAS","KSL095192","1107 GOLDFINCH ROAD","HORTON","KS","110017701496","1",0,"N",0,0
"KICKLIGHTER WWTF","FLL758353","259 SW KICKLIGHTER TER","LAKE CITY","FL","110063605406","0",0,"N",0,0
"KIHEI WASTEWATER RECLAMATION FACILITY","HIL001309","480 WELAKAHAO ROAD","KIHEI","HI","110070002094","0",1,"N",0,0
"KILGORE  WWTP","TX0026557","2701 ANGELINE ST","KILGORE","TX","110034275193","2",0,"N",0,0
"KILLBUCK WWTP","OH0025933","451 S RAILROAD ST","KILLBUCK","OH","110006700089","0",0,"N",0,0
"KILLINGLY","CTL101257","P.O. BOX 686","DANIELSON","CT","110070002788",,0,"N",0,0
"KILLINGLY WPCF TOWN OF","CT0101257","31 WAUREGAN RD.","DANIELSON","CT","110001123560","6",0,"N",0,0
"KIMBALL WWTF","NEL021644","223 S CHESTNUT","KIMBALL","NE","110006707055","0",0,"N",0,0
"KINCAID STP, VILLAGE OF","IL0048607","EDINBURG AND SANGAMON AVENUE","KINCAID","IL","110009985891","0",0,"N",0,0
"KINDE WWSL","MIG580081","5244 NORTH VAN DYKE ROAD","KINDE","MI","110006742748","0",0,"N",0,0
"KING COUNTY BRIGHTWATER WWTP","WAL032247","201 S JACKSON ST","SEATTLE","WA","110039938985","0",0,"N",0,0
"KING COUNTY CARNATION WWTP","WAL032182","1200 MONSTER RD SW","RENTON","WA","110015458663","10",0,"N",0,0
"KING COUNTY SOUTH WWTP","WAL029581","201 S JACKSON ST","SEATTLE","WA","110015458663","10",0,"N",0,0
"KING COUNTY VASHON WWTP","WAL022527","201 S JACKSON ST","SEATTLE","WA","110006684276","0",0,"N",0,0
"KING COUNTY WEST POINT WWTP","WAL029181","201 S JACKSON ST","SEATTLE","WA","110000563523","0",0,"N",0,0
"KING FUELS WWTP","TX0137961","17141 EAST FREEWAY","CHANNELVIEW","TX","110070105624","12",0,"N",0,0
"KINGDOM HEIGHTS WWTP","TX0127965","5703 0.5 KINGDOM HEIGHTS BLVD","ROSENBERG","TX","110022430608","0",0,"N",0,0
"KINGFISHER PUBLIC WORKS AUTH.","OK0022811","301 N. MAIN","KINGFISHER","OK","110011406237","I",1,"N",0,0
"KINGMONT MHP WWTP","TX0124257","10706 CORA ST","HOUSTON","TX","110010920101","12",0,"N",0,0
"KINGS ACRES SANITARY LAGOON","AL0081396","INTERSECTION OF MARTIN LUTHER KING JR. BLVD. AND 6","TUSCALOOSA","AL","110054108112","5",0,"N",0,0
"KINGS COVE WWTP","AL0084239","NE CORNER OF INTERSECTION OF AL HW 69 S AND KINGS","TUSCALOOSA","AL","110071095272","2",0,"N",0,0
"KINGS CREEK WWTP","TX0022527","101 MOUNT HEBRON RD","TERRELL","TX","110064600891","1",0,"N",0,0
"KINGS MANOR MUD WWTP","TX0105996","27000 GREENBERRY DR","KINGWOOD","TX","110009774093","0",0,"N",0,0
"KINGS POINT COVE WWTP","TX0134601","2.5 MI N-NW OF INTX OF FM 279 & FM 2632","BROWNWOOD","TX","110064623741","0",0,"N",0,0
"KINGSLAND (CITY OF)","GAL037800","P.O. BOX 250","KINGSLAND","GA","110005709723","1",0,"N",0,0
"KINGSLAND MUD  WWTP","TX0066010","100 INGRAM STREET","KINGSLAND","TX","110006800408","2",0,"N",0,0
"KINGSLAND MUD COMPOST FACILITY","TXL005021","2 MI E FROM INTERX OF RR 1431 & FM 2545","KINGSLAND","TX","110064617801","0",0,"N",0,0
"KINGSTON (C)","NYL029351","420 BROADWAY","KINGSTON","NY","110069999491","7",0,"N",0,0
"KINGSTON WWSL","MIG580265","AT THE END OF BAKER STREET","KINGSTON","MI","110009910720","0",0,"N",0,0
"KINGSTON, TOWN OF","OK0027774","11314 BEAVER'S DRIVE","KINGSTON","OK","110011008505","2",2,"N",0,0
"KINGSTREE, TOWN OF","SCL035971","100 NELSON BLVD","KINGSTREE","SC","110000710605","2",0,"N",0,0
"KINGSWAY MHP","MO0081558","ROUTE 4","PACIFIC","MO","110009876223","0",0,"N",0,0
"KINGWOOD CENTRAL WWTP","TX0066583","3928 KINGWOOD DR","HOUSTON","TX","110006620843","0",0,"N",0,0
"KINGWOOD WEST WWTP","TX0088501","26808 SORTERS RD","PORTER","TX","110010842927","1",0,"N",0,0
"KINROSS TWP WWTP","MI0057776","16350 DARCY ROAD","KINROSS CHARTER TOWNSHIP","MI","110030761584","1",0,"N",0,0
"KINSEY WWTP","AL0084472","189 SANDERS ROAD","KINSEY","AL","110071540869","5",0,"N",0,0
"KINSTON-PEACHTREE","NCL020541","PO BOX 339","KINSTON","NC","110070003353",,0,"N",0,0
"KINZUA WARREN JT AUTH WARREN CNTY","PAL222909","119 MEAD BLVD","CLARENDON","PA","110069999549","3",0,"N",0,0
"KIOWA POWER PARTNER, LLC","OK0044083","4386 OLD 69 RD","KIOWA","OK","110064620548","I",3,"N",0,0
"KIOWA TOWN OF","COL033405","PO BOX 237","KIOWA","CO","110070001105",,0,"N",0,0
"KIRBY CREEK WWTP","TX0074888","897 US  HWY 190","LOMETA","TX","110009777740","0",0,"N",0,0
"KIRKERSVILLE WWTP","OH0114049","392 E MAIN ST","KIRKERSVILLE","OH","110008618317","0",0,"N",0,0
"KIRKMONT CENTER","OH0118591","6946 CO RD 10","ZANESFIELD","OH","110006206505","0",0,"N",0,0
"KIRKSVILLE WWTP","MO0049506","23002 ATLAS LANE","KIRKSVILLE","MO","110039820593","0",0,"N",0,0
"KISHWAUKEE WATER RECLAMATION DISTRICT","ILL023027","303 HOLLISTER AVENUE","DEKALB","IL","110000731566","0",0,"N",0,0
"KISHWAUKEE WATER RECLAMATION DISTRICT WWTP","IL0023027","1301 SYCAMORE RD","DEKALB","IL","110000731566","0",0,"N",0,0
"KISKI VALLEY WATER POLLUTION C","PAL027626","1361 SCHOOL ROAD","LEECHBURG","PA","110064212748","1",0,"N",0,0
"KISSIMMEE PARKWAY","FLL043168","951 MARTIN LUTHER KING BLVD","KISSIMMEE","FL","110070002702","10",0,"N",0,0
"KISSIMMEE SOUTH BERMUDA","FLL041874","951 MARTIN LUTHER KING BLVD","KISSIMMEE","FL","110070002702","10",0,"N",0,0
"KIT CARSON WWTF","CO0048858","850' S OF W 1ST AVE ON SOUTHERN EXT OF WEST ST","KIT CARSON","CO","110064619667","0",2,"N",0,0
"KITSAP COUNTY CENTRAL KITSAP WWTP","WAL030520","12351 BROWNSVILLE HWY NE","POULSBO","WA","110000545508","0",0,"N",0,0
"KITTANNING BORO","PAL042234","MUNICIPAL BLDG.","KITTANNING","PA","110001062974","6",0,"N",0,0
"KITTERY TOWN OF","MEL100285","18 DENNETT RD","KITTERY","ME","110000732967","0",0,"N",0,0
"KITTREDGE  SANITATION AND WATER DISTRICT","COL023841","PO BOX  7","KITTREDGE","CO","110070003905",,0,"N",0,0
"KITTREDGE SAN & WATER DISTRICT","CO0023841","25519 HWY 74","KITTREDGE","CO","110022508794","0",1,"N",0,0
"KITTREDGE SANIT. & WATER DIST.","COG650071","25519 HWY 74","KITTREDGE","CO","110022508794","0",0,"N",0,0
"KITTRELL JOB CORPS CENTER","NC0029131","1096 US HWY 1 S","KITTRELL","NC","110009719554","2",0,"N",0,0
"KJC KENTUCKY STATE REFORMATORY","KYL040126","3001 W HWY 146","LA GRANGE","KY","110002108059","1",1,"N",0,0
"KLAMATH FALLS WWTP - SPRING ST","ORL026301","1200 S SPRING ST","KLAMATH FALLS","OR","110006698047","7",0,"N",0,0
"KLEINWOOD JOINT POWERS BOARD WWTP","TX0046817","15903 SQUYRES RD","HARRIS COUNTY","TX","110000912549","0",0,"N",0,0
"KNOX LEE POWER PLANT","TX0000540","306 KNOX LEE","LONGVIEW","TX","110031507322","5",0,"N",0,0
"KNOXVILLE CITY OF STP","IA0035866","1703 E PLEASANT","KNOXVILLE","IA","110002039981","0",0,"N",0,0
"KNOXVILLE STP","IL0022209","507 SOUTH DIVISION STREET","KNOXVILLE","IL","110006770244","0",0,"N",0,0
"KNOXVILLE-FORKS OF THE RIVER","TNL026646","PO BOX 59017","KNOXVILLE","TN","110070003907",,0,"N",0,0
"KNOXVILLE-FOURTH CREEK STP","TNL023574","1500 LYONS BEND ROAD","KNOXVILLE","TN","110039849714","1",0,"N",0,0
"KNOXVILLE-LOVES CREEK STP","TNL021822","5760 SANDIS LANE","KNOXVILLE","TN","110000551661","0",0,"N",0,0
"KOA HOUSTON CENTRAL WWTP","TX0091651","1719 GAULT RD","HOUSTON","TX","110006686899","13",0,"N",0,0
"KOA,SELSOR DEVELOPMNT GRP","MO0086436","BARNHART","BARNHART","MO","110009112067","0",0,"N",0,0
"KODIAK WWTP","AKL021555","2853 SPRUCE CAPE ROAD","KODIAK","AK","110039718847","I",0,"N",0,0
"KOKOMO WWTP","IN0032875","1501 W MARKLAND AVE","KOKOMO","IN","110000574496","0",0,"N",0,0
"KOKOMO WWTP, CITY OF","INL032875","1501 W MARKLAND AVE","KOKOMO","IN","110039961128","0",0,"N",0,0
"KOPPERL ISD WWTP","TX0116661","175 CR 1240","KOPPERL","TX","110006686657","2",0,"N",0,0
"KOSCIUSKO POTW, SOUTH","MSL027774","HWY 35 AND NATCHEZ TRACE","KOSCIUSKO","MS","110002043306","0",0,"N",0,0
"KOWALIGA RETREAT WWTP","AL0053538","35 SHORELINE DRIVE","ECLECTIC","AL","110006787511","1",0,"N",0,0
"KREMMLING SANITATION DISTRICT","COL048437","PO BOX 538","KREMMLING","CO","110070001152",,0,"N",0,0
"KREMMLING SANITATION DISTRICT WWTF","CO0048437","415 MARTIN WAY","KREMMLING","CO","110064517713","0",1,"N",0,0
"KRIER FOODS INC RANDOM LAKE","WI0049204","520 WOLF RD","RANDOM LAKE","WI","110010884891","0",0,"N",0,0
"KRIS KAY MHP WWSL","MIG580089","1800 SOUTH GRAHAM ROAD","SAGINAW","MI","110009911131","1",0,"N",0,0
"KRUSER SEPTIC SERVICES INC","WI0065102","2504 SHOESTRING RD","CITY OF CUBA CITY","WI","110070016320","0",0,"N",0,0
"KUB - KUWAHEE STP","TN0023582","2015 NEYLAND DR.","KNOXVILLE","TN","110009492307","12",0,"N",0,0
"KUB-EASTBRIDGE STP","TNL061743","1521 SAYLORS FORD ROAD","MASCOT","TN","110009706345","0",0,"N",0,0
"KUB-KUWAHEE STP","TNL023582","2015 NEYLAND DRIVE","KNOXVILLE","TN","110009492307","12",0,"N",0,0
"KUETTELS SEPTIC SERVICE","WI0062081","N2057 COUNTY TRUNK T","DALE","WI","110070007149","0",0,"N",0,0
"KULAIMANO WASTEWATER TREATMENT PLANT","HIL020770","KULAIMANO ROAD","PEPEEKEO","HI","110013772239","0",0,"N",0,0
"KUMMER DEVELOPMENT CORPORATION","COL631010","PO. BOX 3644","EAGLE","CO","110070004059",,0,"N",0,0
"KUPARUK WWTP","AK0049646","NORTH SLOPE BOROUGH","OLIKTOK","AK","110063104670","0",0,"N",0,0
"KUTZTOWN MUN AUTH MUN SEW TREA","PAL031135","45 RAILROAD STREET","BERKS COUNTY","PA","110010794426","2",0,"N",0,0
"L & N INC","COG590052","500 HC 33, LOT 18","LAKE CITY","CO","110006782286","0",0,"N",0,0
"LA CASITA HOMES II WWTP","TX0103071","3359 FRICK RD","HOUSTON","TX","110009747578","12",0,"N",0,0
"LA CROSSE CITY","WI0029581","905 JOSEPH HOUSKA DR","LA CROSSE","WI","110039958409","3",0,"N",0,0
"LA FOLLETTE UTILITIES BOARD","TNL080021","412 PLEASANT RIDGE ROAD","LAFOLLETTE","TN","110027859306","4",0,"N",0,0
"LA GRANDE, CITY OF","ORL020460","63836 HIGHWAY 203","LA GRANDE","OR","110014195682","0",0,"N",0,0
"LA JARA, TOWN OF","CO0020150","19251 CR 17","LA JARA","CO","110055971890","2",2,"N",0,0
"LA JUNTA CITY OF","CO0021261","1021 E 3","LA JUNTA","CO","110002041451","4",0,"N",0,0
"LA JUNTA CITY OF","COL021261","PO BOX 489","LA JUNTA","CO","110070000197",,0,"N",0,0
"LA JUNTA, CITY OF","COG650060","1021 EAST 3RD STREET","LA JUNTA","CO","110002041451","4",0,"N",0,0
"LA PORTE WWTP","IN0025577","2101 BOYD BLVD","LA PORTE","IN","110000554276","0",0,"N",0,0
"LA SARA WWTP","TX0114031","0.59 MI SW OF INTX FM 1015 AND SH 186","WILLACY COUNTY","TX","110009772950","2",0,"N",0,0
"LA VETA TOWN OF","CO0032409","CR 350 APPROX 1 MILE NW OF TOWN","HUERFANO COUNTY","CO","110010053869","0",1,"N",0,0
"LA WARD WWTF","TX0105104","APPROX 1200' NE INTEX OF FMR  616 AND ST HWY 172","LA WARD","TX","110009774002","0",0,"N",0,0
"LACASSINE ELEMENTARY HIGH SCHOOL","LAJ660154","409 ALGONIA AVE.","LACASSINE","LA","110043737141","0",0,"N",0,0
"LACKAWANNA RIVER BASIN SEWER","PAL027065","104 DELAWARE STREET","ARCHBALD","PA","110010993470","2",0,"N",0,0
"LACKAWANNA RIVER BASIN SEWER A","PAL027090","R 101 BOULEVARD AVENUE","THROOP","PA","110000540022","3",0,"N",0,0
"LACON STP, CITY OF","IL0029378","711 SOUTH WATER STREET","LACON","IL","110006769880","0",0,"N",0,0
"LACSD - A.K. WARREN WATER RESOURCE FACILITY","CAL053813","P.O. BOX 4998","WHITTIER","CA","110069999997",,0,"N",0,0
"LACSD - LANCASTER WRP","CAL010513","P.O. BOX 4998","WHITTIER","CA","110069999997",,0,"N",0,0
"LACSD - PALMDALE WRP","CAL000446","P.O. BOX 4998","WHITTIER","CA","110069999997",,1,"N",0,0
"LACSD - VALENCIA WRP","CAL054216","P.O. BOX 4998","WHITTIER","CA","110069999997",,1,"N",0,0
"LADCRT - HODGES GARDENS STATE PARK","LAJ660275","1000 HODGES LOOP","FLORIEN","LA","110054119306","1",0,"N",0,0
"LADCRT - POVERTY POINT STATE HISTORIC SITE","LAJ660272","6859 HWY 577","PIONEER","LA","110054119280","3",0,"N",0,0
"LADCRT - ROSEDOWN PLANTATION","LAJ660274","12051 HWY 10","SAINT FRANCISVILLE","LA","110054119299","2",0,"N",0,0
"LADCRT - TICKFAW STATE PARK","LAJ660277","27225 PATTERSON RD","SPRINGFIELD","LA","110054124265","3",0,"N",0,0
"LADCRT-AUDOBON STATE HISTORIC SITE","LAJ660263","11788 HWY 965","SAINT FRANCISVILLE","LA","110054112027","0",0,"N",0,0
"LADCRT-BLACK BEAR GOLF COURSE","LAJ660264","253 BLACK BEAR DR.","DELHI","LA","110054112036","0",0,"N",0,0
"LADCRT-BOGUE CHITTO STATE PARK","LAJ660290","17049 STATE PARK BLVD","FRANKLINTON","LA","110054124354","3",0,"N",0,0
"LADCRT-CHEMIN A HAUT STATE PARK","LAJ660269","14656 STATE PARK RD","BASTROP","LA","110054112081","0",0,"N",0,0
"LADCRT-CHICOT STATE PARK & STAE ARBORETUM","LAJ660268","3469 CHICOT PARK RD (HWY 3042)","VILLE PLATTE","LA","110054112072","0",0,"N",0,0
"LADCRT-CYPREMORT POINT STATE PARK","LAJ660267","306 BEACH LN","FRANKLIN","LA","110054112063","2",0,"N",0,0
"LADCRT-FOUNTAINBLEU STATE PARK","LAJ660276","62883 HWY 1089","MANDEVILLE","LA","110054124256","0",0,"N",0,0
"LADCRT-JIMMIE DAVIS STATE PARK","LAJ660281","1209 STATE PARK RD","CHATHAM","LA","110054124283","2",0,"N",0,0
"LADCRT-LAKE BISTINEAU STATE PARK","LAJ660280","103 STATE PARK RD","DOYLINE","LA","110054124274","5",0,"N",0,0
"LADCRT-LAKE BRUIN STATE PARK","LAJ660261","201 STATE PARK RD","SAINT JOSEPH","LA","110054112009","0",0,"N",0,0
"LADCRT-LAKE D'ARBONNE STATE PARK","LAJ660262","3628 EVERGREEN RD","FARMERVILLE","LA","110054112018","3",0,"N",0,0
"LADCRT-LONGFELLOW VISITORS CENTER EVANGELINE STATE HISTORIC SITE","LAJ660270","1200 N. MAIN ST.","SAINT MARTINVILLE","LA","110054112090","3",0,"N",0,0
"LADCRT-NORTH TOLEDO BEND STATE PARK","LAJ660260","2907 N TOLEDO BEND PARK RD","ZWOLLE","LA","110054111992","3",0,"N",0,0
"LADCRT-PALMETTO ISLAND STATE PARK","LAJ660259","19501 PLEASANT RD","ABBEVILLE","LA","110054111983","3",0,"N",0,0
"LADCRT-PORT HUDSON STATE COMMEMORATIVE AREA STP","LAJ660258","236 HWY 61","JACKSON","LA","110054105302","2",0,"N",0,0
"LADCRT-POVERTY POINT RESERVOIR STATE PARK","LAJ660271","1500 POVERTY POINT PKWY","DELHI","LA","110054119271","0",0,"N",0,0
"LADCRT-SAM HOUSTON JONES STATE PARK","LAJ660266","107 SUTHERLAND RD","LAKE CHARLES","LA","110054112054","0",0,"N",0,0
"LADCRT-SOUTH TOLEDO BEND STATE PARK","LAJ660265","120 BALD EAGLE RD","ANACOCO","LA","110054112045","1",0,"N",0,0
"LADD STP, VILLAGE OF","IL0021491","NORTH MAIN STREET","LADD","IL","110009989183","0",0,"N",0,0
"LADD STP, VILLAGE OF","ILL021491","NORTH MAIN STREET","LADD","IL","110009989183","0",0,"N",0,0
"LAFAYETTE CITY OF","COL023124","1290 S PUBLIC RD","LAFAYETTE","CO","110000730932","3",0,"N",0,0
"LAFAYETTE CONSOLDATED GOVERNMENT - AMBASSADOR CAFFERY TREATMENT PLANT","LAL042561","4112 AMBASSADOR CAFFERY PARKWAY","LAFAYETTE","LA","110064632697","0",0,"N",0,0
"LAFAYETTE CONSOLIDATED GOVERNMENT - EAST WWTP","LAL036382","144 JUDY STREET","LAFAYETTE","LA","110055604083","12",0,"N",0,0
"LAFAYETTE CONSOLIDATED GOVERNMENT - NORTHEAST WWTP","LAL036391","1201 LAJAUNIE ROAD","LAFAYETTE","LA","110040012651","0",0,"N",0,0
"LAFAYETTE CONSOLIDATED GOVERNMENT - SOUTH WWTP","LAL036374","231 WEST BAYOU PARKWAY","LAFAYETTE","LA","110002046081","0",0,"N",0,0
"LAFAYETTE STP","TNL020877","680 BRADLEY HOLLOW ROAD","LAFAYETTE","TN","110006690802","0",0,"N",0,0
"LAFAYETTE WWTP","IN0032468","1700 WABASH AVE","LAFAYETTE","IN","110003069660","10",0,"N",0,0
"LAFAYETTE WWTP","INL032468","1700 WABASH AVE","LAFAYETTE","IN","110003069660","10",1,"N",0,0
"LAFAYETTE WWTP","OH0053155","350 SCHICK DR","LAFAYETTE","OH","110008645047","0",0,"N",0,0
"LAFAYETTE, CITY OF","COG650094","DOUGLAS SHORT","LAFAYETTE","CO","110017709309","0",0,"N",0,0
"LAFAYETTE, CITY OF (LAFAYETTE WPCP)","GA0025712","710 S CHEROKEE ST","LAFAYETTE","GA","110006644177","8",0,"N",0,0
"LAFOLLETTE STP","TNL020532","412 PLEASANT RIDGE ROAD","LAFFOLLETTE","TN","110006620077","4",0,"N",0,0
"LAFOURCHE ARC - GRENIER INDUSTRIES","LAJ660121","2233 ST. MARY ST.","THIBODAUX","LA","110032941805","1",0,"N",0,0
"LAFOURCHE PARISH SEWER DISTRICT #1","LAJ650123","647 FAIRVIEW DR.","THIBODAUX","LA","110066924029","0",0,"N",0,0
"LAFOURCHE PARISH SHERIFF SUBSTATION","LAJ660077","102 W 91ST","GALLIANO","LA","110043269361","0",0,"N",0,0
"LAGRANGE WPCP","OH0046221","401 WEST ST","LAGRANGE","OH","110006301910","0",1,"N",0,0
"LAGRANGE WWTP","INL020478","402 NURSERY ST","LA GRANGE","IN","110039946066","1",0,"N",0,0
"LAGUNA CSD WRF","CAL000404","620 WEST FOSTER ROAD","SANTA MARIA","CA","110070001060",,1,"N",0,0
"LAGUNA HARBOR WWTP","TX0125776","1329 29TH ST","GALVESTON COUNTY","TX","110014331598","0",0,"N",0,0
"LAGUNA MADRE WWTP","TX0047104","DEPT OF PUBLIC UTILITIES, 201 JESTER","CORPUS CHRISTI","TX","110039889190","3",0,"N",0,0
"LAGUNA VISTA WWTP","TX0117072","30448 HOLLY BEACH RD","CAMERON COUNTY","TX","110009772629","0",0,"N",0,0
"LAHAINA WASTEWATER RECLAMATION FACILITY","HIL020184","3300 HONOAPIILANI HIGHWAY","LAHAINA","HI","110000515951","1",0,"N",0,0
"LAINGSBURG WWSL","MIG580227","PO BOX 178","LAINGSBURG","MI","110009911042","0",0,"N",0,0
"LAJITAS WWTP","TX0082210","800' E OF CLAY HENRY BLVD AND 500' S OF COMANCHE ","BREWSTER COUNTY","TX","110014331543","0",0,"N",0,0
"LAKE BARRINGTON HOMEOWNERS ASSOCIATION STP","IL0045110","24510 RIVER ROAD","LAKE BARRINGTON","IL","110018301050","0",0,"N",0,0
"LAKE BRADFORD ROAD WWTP","FLL010140","1815 LAKE BRADFORD RD","TALLAHASSEE","FL","110000516255","11",0,"N",0,0
"LAKE CHARLES, CITY OF (PLANT A","LAL036340","128 WEST RAILROAD AVENUE","LAKE CHARLES","LA","110040012679","11",0,"N",0,0
"LAKE CHARLES, CITY OF (PLANT C","LAL036366","1132 WEST 18TH STREET","LAKE CHARLES","LA","110000758396","13",1,"N",0,0
"LAKE CHARLES, CITY OF- STP","LAL118770","3820 TANK FARM RD","LAKE CHARLES","LA","110020158906","0",0,"N",0,0
"LAKE CITY","MNL020664","601 W IOWA ST","LAKE CITY","MN","110068022240","0",0,"N",0,0
"LAKE CITY WWTF","CO0040673","1000 HOTCHKISS ST","LAKE CITY","CO","110055979231","0",1,"N",0,0
"LAKE CITY/LAKE SWAMP WW PLANT","SCL046311","OFF SC HWY 341 E OF LAKE CITY","LAKE CITY","SC","110006623270","4",0,"N",0,0
"LAKE CONROE FOREST WWTP","TX0125113","301 PARKHAVEN CIRCLE","MONTGOMERY COUNTY","TX","110012802841","4",0,"N",0,0
"LAKE CONROE HILLS MUD WWTP","TX0054364","13598 BUNKER HILL DR","WILLIS","TX","110009746310","0",0,"N",0,0
"LAKE CONROE KOA WWTF","TX0123374","19785 HWY 105 WEST","MONTGOMERY","TX","110006686498","0",0,"N",0,0
"LAKE COUNTY NW REGIONAL PLANT","CAL004072","230A N. MAIN ST.","LAKEPORT","CA","110070000724",,0,"N",0,0
"LAKE COUNTY PUBLIC WORKS DEPARTMENT","IL0022055","800 KRAUSE DRIVE","BUFFALO GROVE","IL","110001103975","1",0,"N",0,0
"LAKE COUNTY SE REGIONAL PLANT","CAL004073","230A N. MAIN ST","LAKEPORT","CA","110070000724",,0,"N",0,0
"LAKE ELDORA WSD","COL020010","PO BOX 1697","NEDERLAND","CO","110070000128",,0,"N",0,0
"LAKE ELDORA WSD WWTF","CO0020010","2861 ELDORA SKI RD 140","NEDERLAND","CO","110055977493","0",1,"N",0,0
"LAKE FLOYD PUBLIC SERVICE DISTRICT","WV0084352","2200 LAKE FLOYD CIRCLE","BRISTOL","WV","110010860176","0",2,"N",0,0
"LAKE FOREST REGIONAL WWTP","TX0046833","14500 BALCREST DRIVE","HOUSTON","TX","110002049569","0",0,"N",0,0
"LAKE FORK COUNTRY CLUB ESTATESS WWTF","TX0123722","200' E FM 2946, 1.2M S OF INTRX FM 2946 AND SH 514","EMORY","TX","110027243891","0",0,"N",0,0
"LAKE FORK ESTATES","TX0117455","0.9M NE OF INT OF FM288 AND ST HWY 154","WOOD COUNTY","TX","110009772399","0",0,"N",0,0
"LAKE FORK MARINA WWTP","TX0096059","1.0 M SOUTH FM 515 AND FM 17","ALBA","TX","110009775458","0",0,"N",0,0
"LAKE FORK RESORT ","TX0117889","5004 FM 17","WOOD COUNTY","TX","110009772157","0",0,"N",0,0
"LAKE GEORGE (V)","NYL094366","26 OLD POST RD","LAKE GEORGE","NY","110070001612","0",1,"N",0,0
"LAKE GRANBURY RV RANCH WWTP","TX0127426","7000' W OF INTERX OF FMR 167 & ROLLINS ROAD","GRANBURY","TX","110023133232","1",0,"N",0,0
"LAKE GROVES WWTF","FLL010630","2425 US HIGHWAY 27","ALTAMONTE SPG","FL","110070002007",,0,"N",0,0
"LAKE GUNTERSVILLE STATE PARK LAGOON","AL0024627","801 LODGE DRIVE","GUNTERSVILLE","AL","110009006422","0",0,"N",0,0
"LAKE HOUSE WWTP","TX0134686","4850' W INTERSECTION OF CLAY RD AND PITTS RD","WALLER COUNTY","TX","110059806287","0",0,"N",0,0
"LAKE HOUSTON PINES WWTP","TX0135062","5830 S LAKE HOUSTON PKWY","HOUSTON","TX","110010921191","12",0,"N",0,0
"LAKE IN THE HILLS SD STP","ILL021733","515 PLUM STREET","LAKE IN THE HILLS","IL","110000736507","0",0,"N",0,0
"LAKE IN THE HILLS SD STP","IL0021733","515 PLUM STREET","LAKE IN THE HILLS","IL","110000736507","0",0,"N",0,0
"LAKE LESLIE WWTP","MI0059156","LESLIE DRIVE","CORUNNA","MI","110008993205","0",0,"N",0,0
"LAKE LILA CAMPGROUND","OH0144894","18223 TR 21","NEWCOMERSTOWN","OH","110070067000","1",0,"N",0,0
"LAKE LIVINGSTON VILLAGE WWTP","TX0105031","4000' SE INTX FM 2457 AND FM 3126 ","POLK COUNTY","TX","110009773986","0",0,"N",0,0
"LAKE LORAMIE SPECIAL SANITARY SD","OH0096733","3475 CANAL RD NO 1","MINSTER","OH","110009637615","0",1,"Y",2,0
"LAKE MCDONALD WWTP","MTG650045","73 HUDSON","WEST GLACIER","MT","110043744160",,0,"N",0,0
"LAKE MILLS WASTEWATER TREATMENT FACILITY","WI0031194","308 NORTH CP AVENUE, LAKE MILLS, WISCONSIN","LAKE MILLS","WI","110039958631","1",0,"N",0,0
"LAKE MUD WWTP 2","TX0127728","1501 1/2 E FWY","BAYTOWN","TX","110022833031","7",0,"N",0,0
"LAKE MUD WWTP NO 1","TX0126187","4454 1/2 AMBROSIA LANE","BAYTOWN","TX","110015657341","2",0,"N",0,0
"LAKE OAKS LANDING WWTP","TX0097063","4MI S & 1600' E INTX ST HWY 156 AND US HWY 190","SAN JACINTO COUNTY","TX","110009775252","2",0,"N",0,0
"LAKE OF THE OZARKS REGION","MOL103241","#3 ANDERSON RD","LAKE OZARK","MO","110069999542","2",0,"N",0,0
"LAKE OF THE OZARKS REGIONAL WWTP 1","MO0103241","#3 ANDERSON ROAD","LAKE OZARK","MO","110064268304","2",0,"N",0,0
"LAKE OF THE WOODS SERVICE CO","VAL029424","P.O. BOX 4","LOCUST GROVE","VA","110055000074",,0,"N",0,0
"LAKE PFLUGERVILLE WTP","TX0132721","17601 WEISS LANE","PFLUGERVILLE","TX","110041823989","0",0,"N",0,0
"LAKE PLACID (V)","NYL022187","2693 MAIN STREET","LAKE PLACID","NY","110070001362","0",0,"N",0,0
"LAKE RHODHISS WWTP","NC0041696","2100 LAKE RHODHISS DR","VALDESE","NC","110018722435","2",0,"N",0,0
"LAKE RIVER WATER TREATMENT PLANT","INL061212","5944 E DUPONT RD","FT WAYNE","IN","110058537294","0",0,"N",0,0
"LAKE SHERMAN VILLAGE","OH0045683","7227 BETH AVE SW","NAVARRE","OH","110006272817","0",0,"N",0,0
"LAKE SOUTH WSC WWTP","TX0088447","902 SANDY BEACH DRIVE","CONROE","TX","110009776457","0",0,"N",0,0
"LAKE STEVENS SEWER DISTRICT WWTP","WAL020893","1106 VERNON RD","LAKE STEVENS","WA","110061115859","1",1,"N",0,0
"LAKE TAWAKONI RV CAMPGROUND WWTF","TX0097675","1246 RS CR 1470","RAINS COUNTY","TX","110025310731","0",0,"N",0,0
